,area_id,area_name,crm_cd,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,crm_cd_desc,cross_street,date_occ,date_rptd,dr_no,location,location_1,mocodes,premis_cd,premis_desc,rpt_dist_no,status,status_desc,time_occ,vict_age,vict_descent,vict_sex,weapon_desc,weapon_used_cd,Month,Year,Latitude,Longitude,Zip Code
45017,02,Rampart,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-11,2017-12-12T00:00:00.000,170221912,600 S  CARONDELET                   ST,"{'type': 'Point', 'coordinates': [-118.2795, 34.0616]}",0416 1300 1402,108,PARKING LOT,0245,AA,Adult Arrest,1824,54,H,M,VEHICLE,307,12,2017,34.0616,-118.2795,90057
45687,04,Hollenbeck,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-05,2017-12-05T00:00:00.000,170419097,3500 E  6TH                          ST,"{'type': 'Point', 'coordinates': [-118.1961, 34.0296]}",1218 1100 0906 1309 0302 0334 0430 1407 1402 1419,103,ALLEY,0479,AA,Adult Arrest,1250,25,H,M,HAND GUN,102,12,2017,34.0296,-118.1961,90023
45890,03,Southwest,110,110,,,,CRIMINAL HOMICIDE,,2017-11-05,2017-11-05T00:00:00.000,170324789,1700 W  41ST                         ST,"{'type': 'Point', 'coordinates': [-118.3089, 34.0099]}",0395 1309 0913 0416 0408 2004 0429,101,STREET,0395,AA,Adult Arrest,0220,51,B,M,VEHICLE,307,11,2017,34.0099,-118.3089,90062
48130,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,FLOWER                       ST,2017-12-15,2017-12-15T00:00:00.000,171229291,49TH                         ST,"{'type': 'Point', 'coordinates': [-118.2813, 33.9983]}",0400 0430 1100 0906 1270,101,STREET,1209,IC,Invest Cont,0249,43,H,M,UNKNOWN FIREARM,106,12,2017,33.9983,-118.2813,90037
48146,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2017-12-16,2017-12-16T00:00:00.000,171201264,700 E  81ST                         ST,"{'type': 'Point', 'coordinates': [-118.2629, 33.9656]}",0334 1100 0430 0361,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1269,AA,Adult Arrest,0800,42,H,M,SEMI-AUTOMATIC PISTOL,109,12,2017,33.9656,-118.2629,90003
48282,10,West Valley,110,110,998,,,CRIMINAL HOMICIDE,,2017-11-26,2017-11-27T00:00:00.000,171019129,6700    RESEDA                       BL,"{'type': 'Point', 'coordinates': [-118.5399, 34.1958]}",0906 1100 0430 1310 1402,108,PARKING LOT,1024,AA,Adult Arrest,1605,23,H,M,HAND GUN,102,11,2017,34.1958,-118.5399,91335
49277,13,Newton,110,110,998,,,CRIMINAL HOMICIDE,SAN PEDRO                    ST,2017-11-18,2017-11-18T00:00:00.000,171324354,8TH                          ST,"{'type': 'Point', 'coordinates': [-118.2483, 34.0378]}",1218 1100 0430 0906 1270 1402,102,SIDEWALK,1307,IC,Invest Cont,0135,32,H,M,HAND GUN,102,11,2017,34.0378,-118.2483,90014
49883,16,Foothill,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-14,2017-12-15T00:00:00.000,171617903,11900    ALLEGHENY                    ST,"{'type': 'Point', 'coordinates': [-118.3922, 34.2378]}",0430 1402 1218,108,PARKING LOT,1663,IC,Invest Cont,1900,31,H,M,UNKNOWN FIREARM,106,12,2017,34.2378,-118.3922,91605
50384,19,Mission,110,110,,,,CRIMINAL HOMICIDE,,2017-12-15,2017-12-15T00:00:00.000,171923137,8500    VAN NUYS                     BL,"{'type': 'Point', 'coordinates': [-118.4488, 34.2248]}",0430 0216 0906,102,SIDEWALK,1985,AA,Adult Arrest,0320,29,H,M,HAND GUN,102,12,2017,34.2248,-118.4488,91402
50440,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2017-11-20,2017-11-20T00:00:00.000,171822842,11200 S  FIGUEROA                     ST,"{'type': 'Point', 'coordinates': [-118.2826, 33.9329]}",0906 1100 0430,102,SIDEWALK,1842,IC,Invest Cont,1125,42,B,M,UNKNOWN FIREARM,106,11,2017,33.9329,-118.2826,90061
50905,19,Mission,110,110,,,,CRIMINAL HOMICIDE,,2017-11-17,2017-11-17T00:00:00.000,171900998,14600    ROSCOE                       BL,"{'type': 'Point', 'coordinates': [-118.4493, 34.2264]}",0906 1100 0430 1310 1822,108,PARKING LOT,1985,AA,Adult Arrest,2248,18,H,M,SEMI-AUTOMATIC PISTOL,109,11,2017,34.2264,-118.4493,91402
51931,03,Southwest,110,110,648,,,CRIMINAL HOMICIDE,,2017-06-27,2017-06-27T00:00:00.000,170315885,4800    CRENSHAW                     BL,"{'type': 'Point', 'coordinates': [-118.3308, 34]}",1501,707,GARAGE/CARPORT,0392,AA,Adult Arrest,0840,17,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,6,2017,34.0,-118.3308,90043
52067,06,Hollywood,110,110,998,,,CRIMINAL HOMICIDE,,2017-05-18,2017-05-18T00:00:00.000,170612261,1500    WILCOX                       AV,"{'type': 'Point', 'coordinates': [-118.331, 34.098]}",0430 0417 0450 1270 0906 1402 1100,501,SINGLE FAMILY DWELLING,0646,IC,Invest Cont,2245,21,H,M,HAND GUN,102,5,2017,34.098,-118.331,90028
52371,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,VERMONT,2017-12-21,2017-12-21T00:00:00.000,171229700,59TH                         ST,"{'type': 'Point', 'coordinates': [-118.2915, 33.9875]}",1100 0430 1309 1313 0906 1270,101,STREET,1239,IC,Invest Cont,1827,,B,M,UNKNOWN FIREARM,106,12,2017,33.9875,-118.2915,90037
52487,15,N Hollywood,110,110,,,,CRIMINAL HOMICIDE,,2017-11-20,2017-11-20T00:00:00.000,171522406,11400    SHERMAN                      WY,"{'type': 'Point', 'coordinates': [-118.379, 34.2012]}",0416,103,ALLEY,1505,AA,Adult Arrest,0100,34,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,11,2017,34.2012,-118.379,91606
54580,01,Central,110,110,,,,CRIMINAL HOMICIDE,,2017-12-29,2017-12-29T00:00:00.000,170132873,200 E  14TH                         ST,"{'type': 'Point', 'coordinates': [-118.2602, 34.0347]}",1218 0416 2004,102,SIDEWALK,0195,AA,Adult Arrest,0330,42,W,M,CONCRETE BLOCK/BRICK,310,12,2017,34.0347,-118.2602,90079
54857,02,Rampart,110,110,,,,CRIMINAL HOMICIDE,,2017-12-26,2017-12-26T00:00:00.000,170201066,400 S  LA FAYETTE PARK              PL,"{'type': 'Point', 'coordinates': [0, 0]}",2000 0411 1813,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0241,AA,Adult Arrest,1240,53,H,F,KITCHEN KNIFE,205,12,2017,0.0,0.0,NaN
59111,01,Central,110,110,,,,CRIMINAL HOMICIDE,,2017-03-16,2017-03-16T00:00:00.000,170108868,600    SAN JULIAN                   ST,"{'type': 'Point', 'coordinates': [-118.2461, 34.0428]}",1218 0411 2004 0906,101,STREET,0166,AA,Adult Arrest,1049,24,B,M,OTHER CUTTING INSTRUMENT,218,3,2017,34.0428,-118.2461,90013
59125,01,Central,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-12,2017-12-13T00:00:00.000,170131775,300 E  5TH                          ST,"{'type': 'Point', 'coordinates': [-118.2443, 34.0453]}",0416 1402 2004 0429 1251,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,0147,AA,Adult Arrest,0534,64,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,12,2017,34.0453,-118.2443,90013
59151,02,Rampart,110,110,998,,,CRIMINAL HOMICIDE,BEVERLY                      BL,2017-12-24,2017-12-24T00:00:00.000,170222552,WESTLAKE                     AV,"{'type': 'Point', 'coordinates': [-118.2731, 34.0677]}",1100 0334 0430 0360 2001 0602,122,"VEHICLE, PASSENGER/TRUCK",0235,JA,Juv Arrest,0050,26,H,M,UNKNOWN FIREARM,106,12,2017,34.0677,-118.2731,90057
59533,14,Pacific,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-28,2017-12-28T00:00:00.000,171427146,4200    CORINTH                      AV,"{'type': 'Point', 'coordinates': [-118.4144, 34.0031]}",0416 0430 1241 1821 2000 1202 2021 1100 1402,501,SINGLE FAMILY DWELLING,1458,AA,Adult Arrest,1105,67,W,F,REVOLVER,101,12,2017,34.0031,-118.4144,90230
59682,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,COMPTON                      AV,2017-07-03,2017-07-03T00:00:00.000,171814420,98TH                         ST,"{'type': 'Point', 'coordinates': [-118.2462, 33.9475]}",1100 0302 0430 1402 1407 1309,108,PARKING LOT,1826,AA,Adult Arrest,1515,60,B,M,SEMI-AUTOMATIC PISTOL,109,7,2017,33.9475,-118.2462,90002
59744,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,,2017-02-19,2017-02-19T00:00:00.000,172006515,2600 W  OLYMPIC                      BL,"{'type': 'Point', 'coordinates': [-118.2878, 34.0537]}",1402 0411 0416 1409 1218 2004,102,SIDEWALK,2058,IC,Invest Cont,1030,62,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,2,2017,34.0537,-118.2878,90006
59746,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,,2017-05-13,2017-05-14T00:00:00.000,172010867,1500 S  GRAMERCY                     PL,"{'type': 'Point', 'coordinates': [-118.313, 34.0454]}",1402 1409 1410 1401 0408 1215 1220 0406,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2071,AA,Adult Arrest,0300,20,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,5,2017,34.0454,-118.313,90005
59751,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,,2017-11-13,2017-11-13T00:00:00.000,172020391,1200 S  MANHATTAN                    PL,"{'type': 'Point', 'coordinates': [-118.3101, 34.0494]}",1402 1407 0342 1100 0430 1309 0906 1409,102,SIDEWALK,2062,AA,Adult Arrest,0015,41,B,M,HAND GUN,102,11,2017,34.0494,-118.3101,90005
61009,01,Central,110,110,,,,CRIMINAL HOMICIDE,,2017-12-26,2017-12-29T00:00:00.000,170101414,500 S  SAN PEDRO                    ST,"{'type': 'Point', 'coordinates': [-118.2439, 34.0442]}",1218 0416 1202 2004,102,SIDEWALK,0157,AA,Adult Arrest,1656,62,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,12,2017,34.0442,-118.2439,90013
61360,10,West Valley,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-13,2017-12-14T00:00:00.000,171019875,7000    TUNNEY                       AV,"{'type': 'Point', 'coordinates': [-118.557, 34.1975]}",1402,501,SINGLE FAMILY DWELLING,1021,AA,Adult Arrest,1100,33,B,M,OTHER KNIFE,207,12,2017,34.1975,-118.557,91306
63473,17,Devonshire,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-31,2017-12-31T00:00:00.000,181704002,8600    BALBOA                       BL,"{'type': 'Point', 'coordinates': [-118.5026, 34.2267]}",0430 1100 1822 1407 0906,108,PARKING LOT,1796,IC,Invest Cont,1806,23,H,M,SEMI-AUTOMATIC PISTOL,109,12,2017,34.2267,-118.5026,91325
64343,01,Central,110,110,,,,CRIMINAL HOMICIDE,,2017-11-21,2017-11-21T00:00:00.000,170130005,600 S  SAN PEDRO                    ST,"{'type': 'Point', 'coordinates': [-118.2469, 34.0421]}",1100 0431 0906 0430,102,SIDEWALK,0166,AA,Adult Arrest,0555,,B,M,HAND GUN,102,11,2017,34.0421,-118.2469,90013
64784,19,Mission,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-15,2017-12-15T00:00:00.000,171923135,8500    VAN NUYS                     BL,"{'type': 'Point', 'coordinates': [-118.4488, 34.2248]}",0430 1100 0216 0906 1402,102,SIDEWALK,1985,AA,Adult Arrest,0320,32,H,M,HAND GUN,102,12,2017,34.2248,-118.4488,91402
64799,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,21ST                         ST,2017-11-10,2017-11-10T00:00:00.000,172020281,MANHATTAN                    PL,"{'type': 'Point', 'coordinates': [-118.3099, 34.0379]}",0342 0432 0411 1402 1312,101,STREET,2091,AA,Adult Arrest,2200,20,H,M,KNIFE WITH BLADE 6INCHES OR LESS,200,11,2017,34.0379,-118.3099,90018
71106,03,Southwest,110,110,,,,CRIMINAL HOMICIDE,,2016-02-26,2016-02-26T00:00:00.000,160307663,4200 S  WESTERN                      AV,"{'type': 'Point', 'coordinates': [-118.3089, 34.0073]}",1100 0302 1310 1822 0430 0906,101,STREET,0395,AA,Adult Arrest,0001,33,B,M,HAND GUN,102,2,2016,34.0073,-118.3089,90062
74012,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-06,2017-12-10T00:00:00.000,172021879,2000    ARLINGTON                    AV,"{'type': 'Point', 'coordinates': [-118.3177, 34.039]}",1402 0411 1416,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2091,AA,Adult Arrest,1905,26,B,M,OTHER KNIFE,207,12,2017,34.039,-118.3177,90018
78601,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2016-07-17,2016-07-17T00:00:00.000,161814583,900 E  120TH                        ST,"{'type': 'Point', 'coordinates': [-118.2597, 33.9237]}",1100 0342 0302 0430 1313 0906 1816 1407 1402,102,SIDEWALK,1864,AA,Adult Arrest,1926,30,B,M,HAND GUN,102,7,2016,33.9237,-118.2597,90059
87338,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2017-04-29,2017-04-29T00:00:00.000,171810623,9500    AVALON                       BL,"{'type': 'Point', 'coordinates': [-118.2651, 33.9502]}",0906 0302 0430 1402 1407,138,STAIRWELL*,1824,AA,Adult Arrest,0315,37,H,M,UNKNOWN FIREARM,106,4,2017,33.9502,-118.2651,90002
88050,06,Hollywood,110,110,998,,,CRIMINAL HOMICIDE,,2016-09-23,2016-09-23T00:00:00.000,160620541,6700    MILNER                       RD,"{'type': 'Point', 'coordinates': [-118.3342, 34.1082]}",1402 0416 0363,501,SINGLE FAMILY DWELLING,0635,AA,Adult Arrest,0217,41,A,M,HAMMER,311,9,2016,34.1082,-118.3342,90028
93360,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,MAIN                         ST,2017-05-27,2017-05-27T00:00:00.000,171214581,77TH                         ST,"{'type': 'Point', 'coordinates': [-118.2739, 33.9699]}",0342 1309 1313 0302 0430 0326 0906 1100 1402,102,SIDEWALK,1258,AA,Adult Arrest,2003,24,H,M,HAND GUN,102,5,2017,33.9699,-118.2739,90003
102759,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2015-02-13,2015-02-13T00:00:00.000,151805988,1200 E  106TH                        ST,"{'type': 'Point', 'coordinates': [-118.253, 33.9397]}",0430 1407 1419 0906 1100,121,YARD (RESIDENTIAL/BUSINESS),1835,AA,Adult Arrest,0341,39,B,M,SHOTGUN,104,2,2015,33.9397,-118.253,90002
102801,13,Newton,110,110,998,,,CRIMINAL HOMICIDE,,2017-12-10,2017-12-11T00:00:00.000,171325670,100 E  54TH                         ST,"{'type': 'Point', 'coordinates': [-118.2739, 33.9934]}",0430 1259 1100 0906 1419 1407,103,ALLEY,1372,IC,Invest Cont,2300,16,B,M,HAND GUN,102,12,2017,33.9934,-118.2739,90037
109043,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,93RD                         ST,2010-02-25,2010-02-25T00:00:00.000,101807093,AVALON                       BL,"{'type': 'Point', 'coordinates': [-118.2651, 33.952]}",0430 0906 1100 1407,102,SIDEWALK,1824,IC,Invest Cont,0215,34,B,M,HAND GUN,102,2,2010,33.952,-118.2651,90002
115233,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2010-10-21,2010-11-02T00:00:00.000,101821844,2100 E  99TH                         PL,"{'type': 'Point', 'coordinates': [-118.2348, 33.9471]}",0302,101,STREET,1829,IC,Invest Cont,1444,34,B,M,SEMI-AUTOMATIC PISTOL,109,10,2010,33.9471,-118.2348,90002
117514,20,Olympic,110,110,998,,,CRIMINAL HOMICIDE,,2016-09-06,2016-09-06T00:00:00.000,162016325,600 S  LA FAYETTE PARK              PL,"{'type': 'Point', 'coordinates': [-118.2878, 34.0652]}",1100 0430 1402 0202 0906,109,PARK/PLAYGROUND,2029,AA,Adult Arrest,1655,22,H,M,HAND GUN,102,9,2016,34.0652,-118.2878,90057
128842,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2011-02-09,2011-02-10T00:00:00.000,111806268,800 W  88TH                         ST,"{'type': 'Point', 'coordinates': [-118.2877, 33.958]}",0430 0906 1100 1313 1402,101,STREET,1801,AA,Adult Arrest,1535,17,H,M,HAND GUN,102,2,2011,33.958,-118.2877,90044
141992,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2012-12-15,2012-12-16T00:00:00.000,121227775,3500 W  71ST                         ST,"{'type': 'Point', 'coordinates': [-118.3338, 33.9757]}",1309 1822 1100 0309 0906,110,FREEWAY,1251,AA,Adult Arrest,1953,31,H,M,HAND GUN,102,12,2012,33.9757,-118.3338,90302
142080,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,97TH                         ST,2017-04-30,2017-04-30T00:00:00.000,171810738,STANFORD                     AV,"{'type': 'Point', 'coordinates': [-118.263, 33.9484]}",0430 1100 0906 1407 1419,101,STREET,1824,AA,Adult Arrest,1855,42,B,M,HAND GUN,102,4,2017,33.9484,-118.263,90002
149375,03,Southwest,110,110,,,,CRIMINAL HOMICIDE,WESTERN                      AV,2011-04-30,2011-05-02T00:00:00.000,110311755,42ND                         ST,"{'type': 'Point', 'coordinates': [-118.3089, 34.0073]}",0430 0906 1822,101,STREET,0395,IC,Invest Cont,0325,26,B,M,UNKNOWN FIREARM,106,4,2011,34.0073,-118.3089,90062
153534,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2016-03-19,2016-03-19T00:00:00.000,161209506,1500 W  53RD                         ST,"{'type': 'Point', 'coordinates': [-118.3024, 33.9942]}",1100 1402 0342 0216 0906 0371 1309 0302 0430 1822,102,SIDEWALK,1215,AA,Adult Arrest,0030,26,H,M,SEMI-AUTOMATIC PISTOL,109,3,2016,33.9942,-118.3024,90062
167900,08,West LA,110,110,,,,CRIMINAL HOMICIDE,,2017-01-27,2017-01-27T00:00:00.000,170805146,11100 W  PICO                         BL,"{'type': 'Point', 'coordinates': [-118.4351, 34.037]}",0444 0429 0416 0446 1202,101,STREET,0884,AA,Adult Arrest,1420,60,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,1,2017,34.037,-118.4351,90064
172983,15,N Hollywood,110,110,,,,CRIMINAL HOMICIDE,,2015-03-13,2015-03-14T00:00:00.000,151500612,12400    LANDALE                      ST,"{'type': 'Point', 'coordinates': [-118.403, 34.1522]}",1018 0913 1238 0400 0555,707,GARAGE/CARPORT,1562,AA,Adult Arrest,1800,49,W,F,UNKNOWN WEAPON/OTHER WEAPON,500,3,2015,34.1522,-118.403,91607
177536,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2012-05-10,2012-05-10T00:00:00.000,121212921,3800 W  58TH                         PL,"{'type': 'Point', 'coordinates': [-118.3399, 33.9881]}",0342 1402 1822 0430 1100 1251 0906,102,SIDEWALK,1231,AA,Adult Arrest,0020,37,B,M,SEMI-AUTOMATIC PISTOL,109,5,2012,33.9881,-118.3399,90043
177588,19,Mission,110,110,906,998,,CRIMINAL HOMICIDE,,2017-06-21,2017-06-21T00:00:00.000,171913480,7900    VAN NUYS                     BL,"{'type': 'Point', 'coordinates': [-118.4519, 34.2153]}",0906 0430 1100 1402,108,PARKING LOT,1995,AA,Adult Arrest,1430,27,H,M,SEMI-AUTOMATIC PISTOL,109,6,2017,34.2153,-118.4519,91405
182208,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2017-10-24,2017-10-24T00:00:00.000,171225680,500 W  58TH                         ST,"{'type': 'Point', 'coordinates': [-118.2827, 33.9897]}",1402 1407 1100 0302 0430 0906 1270,101,STREET,1218,AO,Adult Other,2040,52,B,M,HAND GUN,102,10,2017,33.9897,-118.2827,90037
190690,12,77th Street,110,110,,,,CRIMINAL HOMICIDE,,2011-11-27,2011-11-28T00:00:00.000,111227537,500 W  84TH                         ST,"{'type': 'Point', 'coordinates': [-118.2827, 33.9622]}",0344 0302 0337 1100 1407,101,STREET,1267,IC,Invest Cont,2040,52,H,M,UNKNOWN FIREARM,106,11,2011,33.9622,-118.2827,90003
192474,19,Mission,110,110,998,,,CRIMINAL HOMICIDE,,2011-01-05,2011-01-05T00:00:00.000,111906343,12900    DRONFIELD                    AV,"{'type': 'Point', 'coordinates': [-118.4333, 34.3048]}",0400 0411 1402,102,SIDEWALK,1916,IC,Invest Cont,0830,33,H,M,UNKNOWN TYPE CUTTING INSTRUMENT,223,1,2011,34.3048,-118.4333,91340
194082,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2012-02-06,2012-02-06T00:00:00.000,121805799,8700 S  BROADWAY,"{'type': 'Point', 'coordinates': [-118.2782, 33.9587]}",1822 0302 1407 1100 0430 1270 0906 1402,102,SIDEWALK,1802,IC,Invest Cont,0050,25,B,M,SEMI-AUTOMATIC PISTOL,109,2,2012,33.9587,-118.2782,90003
194085,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2012-02-04,2012-02-04T00:00:00.000,121805800,11200 S  BROADWAY,"{'type': 'Point', 'coordinates': [-118.2783, 33.933]}",1407 1310 0605 0302 1100 0430 1270 1317 1402 0906,101,STREET,1842,AO,Adult Other,0930,32,B,M,HAND GUN,102,2,2012,33.933,-118.2783,90061
194157,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2012-10-08,2012-10-09T00:00:00.000,121818647,2200 E  112TH                        ST,"{'type': 'Point', 'coordinates': [-118.2335, 33.9334]}",,103,ALLEY,1849,IC,Invest Cont,2300,45,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,10,2012,33.9334,-118.2335,90059
194248,19,Mission,110,110,998,,,CRIMINAL HOMICIDE,,2012-08-25,2012-08-25T00:00:00.000,121918064,12200    VIA SANTA MARTA,"{'type': 'Point', 'coordinates': [-118.3994, 34.3169]}",0913 0561 0407 0406 1501 1402,501,SINGLE FAMILY DWELLING,1909,AA,Adult Arrest,0355,59,O,F,FIRE,506,8,2012,34.3169,-118.3994,91342
195738,18,Southeast,110,110,,,,CRIMINAL HOMICIDE,,2013-07-15,2013-07-15T00:00:00.000,131813129,300 E  115TH                        ST,"{'type': 'Point', 'coordinates': [-118.2695, 33.9301]}",1100 0430 1310 0309 0906,101,STREET,1863,IC,Invest Cont,2025,36,B,M,UNKNOWN FIREARM,106,7,2013,33.9301,-118.2695,90061
197803,04,Hollenbeck,110,110,998,,,CRIMINAL HOMICIDE,,2015-08-14,2015-08-14T00:00:00.000,150413331,3700 N  MISSION                      RD,"{'type': 'Point', 'coordinates': [-118.2011, 34.0685]}",1402 0411,109,PARK/PLAYGROUND,0424,IC,Invest Cont,1700,50,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,8,2015,34.0685,-118.2011,90031
199223,21,Topanga,110,110,,,,CRIMINAL HOMICIDE,,2015-10-06,2015-10-06T00:00:00.000,152116795,7200    ETON                         AV,"{'type': 'Point', 'coordinates': [-118.5955, 34.201]}",1100 0430 0906,101,STREET,2136,AA,Adult Arrest,1750,35,H,M,HAND GUN,102,10,2015,34.201,-118.5955,91303
199264,01,Central,110,110,998,,,CRIMINAL HOMICIDE,,2016-04-02,2016-04-02T00:00:00.000,160111266,700 S  OLIVE                        ST,"{'type': 'Point', 'coordinates': [-118.2556, 34.0467]}",1402 0416 0417 2004 0429 0446,102,SIDEWALK,0162,AA,Adult Arrest,1625,65,A,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,4,2016,34.0467,-118.2556,90014
135,03,Southwest,648,648,,,,ARSON,,2017-11-02,2017-11-02T00:00:00.000,170324633,4300    CRENSHAW                     BL,"{'type': 'Point', 'coordinates': [-118.3338, 34.0054]}",0400 1822 0914,203,OTHER BUSINESS,0393,IC,Invest Cont,1600,16,X,X,UNKNOWN WEAPON/OTHER WEAPON,500,11,2017,34.0054,-118.3338,90008
7344,02,Rampart,648,648,,,,ARSON,,2010-10-26,2010-10-27T00:00:00.000,100219917,1500 W  2ND                          ST,"{'type': 'Point', 'coordinates': [-118.2615, 34.061]}",0329 0407,721,HIGH SCHOOL,0237,IC,Invest Cont,1710,,H,M,,,10,2010,34.061,-118.2615,90017
9447,03,Southwest,648,648,,,,ARSON,,2010-01-13,2010-01-13T00:00:00.000,100304790,1000 W  43RD                         ST,"{'type': 'Point', 'coordinates': [-118.2915, 34.0055]}",1501,101,STREET,0397,IC,Invest Cont,0015,29,B,F,,,1,2010,34.0055,-118.2915,90037
12413,04,Hollenbeck,648,648,998,,,ARSON,,2017-10-16,2017-10-17T00:00:00.000,170416931,1100 S  MOTT                         ST,"{'type': 'Point', 'coordinates': [-118.2158, 34.0284]}",1501 1402,116,OTHER/OUTSIDE,0487,IC,Invest Cont,1453,,W,M,,,10,2017,34.0284,-118.2158,90023
15274,18,Southeast,648,648,,,,ARSON,,2017-12-07,2017-12-07T00:00:00.000,171823859,2200 E  103RD                        ST,"{'type': 'Point', 'coordinates': [-118.2323, 33.9456]}",0329,721,HIGH SCHOOL,1829,IC,Invest Cont,1130,16,X,X,,,12,2017,33.9456,-118.2323,90002
